,drug_name,section,ade_type,n_manual,n_gpt,tp,fp,fn,precision,recall,f1
0,KYPROLIS,adverse reactions,all,128,82,94,0.0,34,1.0,0.734375,0.8468468468468469
1,KYPROLIS,adverse reactions,exact-meddra,104,82,82,,22,,0.7884615384615384,
2,KYPROLIS,adverse reactions,non-meddra,25,82,12,,13,,0.48,
3,KYPROLIS,adverse reactions,discontinuous,3,82,0,,3,,0.0,
4,KYPROLIS,warnings and precautions,all,65,55,52,8.0,13,0.8666666666666667,0.8,0.832
5,KYPROLIS,warnings and precautions,exact-meddra,44,55,40,,4,,0.9090909090909091,
6,KYPROLIS,warnings and precautions,non-meddra,22,55,12,,10,,0.5454545454545454,
7,KYPROLIS,warnings and precautions,discontinuous,1,55,1,,0,,1.0,
8,KYPROLIS,all-concat,all,158,108,121,1.0,37,0.9918032786885246,0.7658227848101266,0.8642857142857142
9,KYPROLIS,all-concat,exact-meddra,119,108,103,,16,,0.865546218487395,
10,KYPROLIS,all-concat,non-meddra,40,108,18,,22,,0.45,
11,KYPROLIS,all-concat,discontinuous,4,108,1,,3,,0.25,
12,MULTAQ,adverse reactions,all,39,30,38,0.0,1,1.0,0.9743589743589743,0.9870129870129869
13,MULTAQ,adverse reactions,exact-meddra,26,30,26,,0,,1.0,
14,MULTAQ,adverse reactions,non-meddra,13,30,12,,1,,0.9230769230769231,
15,MULTAQ,adverse reactions,discontinuous,5,30,5,,0,,1.0,
16,MULTAQ,warnings and precautions,all,25,27,22,7.0,3,0.7586206896551724,0.88,0.8148148148148148
17,MULTAQ,warnings and precautions,exact-meddra,13,27,12,,1,,0.9230769230769231,
18,MULTAQ,warnings and precautions,non-meddra,12,27,10,,2,,0.8333333333333334,
19,MULTAQ,warnings and precautions,discontinuous,3,27,3,,0,,1.0,
20,MULTAQ,boxed warnings,all,3,3,3,0.0,0,1.0,1.0,1.0
21,MULTAQ,boxed warnings,exact-meddra,3,3,3,,0,,1.0,
22,MULTAQ,all-concat,all,57,39,48,2.0,9,0.96,0.8421052631578947,0.8971962616822429
23,MULTAQ,all-concat,exact-meddra,32,39,30,,2,,0.9375,
24,MULTAQ,all-concat,non-meddra,25,39,18,,7,,0.72,
25,MULTAQ,all-concat,discontinuous,8,39,7,,1,,0.875,
26,JUBLIA,adverse reactions,all,5,4,5,0.0,0,1.0,1.0,1.0
27,JUBLIA,adverse reactions,exact-meddra,3,4,3,,0,,1.0,
28,JUBLIA,adverse reactions,non-meddra,2,4,2,,0,,1.0,
29,JUBLIA,all-concat,all,5,4,5,0.0,0,1.0,1.0,1.0
30,JUBLIA,all-concat,exact-meddra,3,4,3,,0,,1.0,
